unit,carriage,c_load,geo\time	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 
MIO_TKM,TOT,IL,CY	: 	: 	: 	0 	: 	: 	: 	0 	: 	: 	0 	: 	0 	: 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,IL,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,IQ,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,IR,BG	: 	: 	: 	: 	: 	39 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,IR,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,IR,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,IS,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	: 	: 	2 	9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,IS,EU15	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,IS,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	254 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,IT,AT	819 	736 	704 	743 	681 	763 	764 	991 	1151 	1232 	1298 	1606 	1902 	2057 	1864 	2059 	2101 	2012 	2049 	1886 	1691 	578 	541 	544 	810 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,IT,BE	70 	41 	64 	97 	104 	92 	93 	95 	151 	190 	215 	207 	243 	434 	584 	704 	707 	736 	755 	832 	607 	818 	861 	883 	1154 	1275 	1152 	1026 	1361 	1537 	1431 	1174 	963 	916 	894 	798 	688 	714 
MIO_TKM,TOT,IT,BG	284 	331 	287 	994 	423 	359 	389 	491 	596 	161 	445 	222 	288 	222 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,IT,CH	264 	168 	198 	109 	201 	173 	273 	292 	368 	343 	503 	397 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,IT,CY	0 	0 	0 	0 	0 	0 	0 	0 	1 	1 	1 	0 	1 	1 	1 	1 	2 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,IT,CZ	454 	769 	700 	859 	1179 	1271 	1221 	1103 	1055 	1205 	973 	1174 	986 	992 	749 	872 	1279 	870 	1174 	657 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,IT,DE	1481 	1790 	1866 	1948 	2066 	2310 	2447 	2464 	2969 	3160 	3226 	4047 	4434 	4582 	4303 	4395 	3391 	3723 	3930 	3622 	4028 	4057 	3728 	3369 	193 	3273 	4778 	3450 	3066 	2703 	3292 	3357 	3079 	2918 	2830 	2824 	2844 	2615 
MIO_TKM,TOT,IT,DK	: 	8 	6 	23 	27 	11 	15 	71 	62 	52 	205 	276 	260 	344 	786 	698 	754 	757 	744 	737 	698 	635 	571 	621 	676 	548 	462 	296 	273 	259 	255 	261 	276 	286 	253 	240 	218 	182 
MIO_TKM,TOT,IT,EE	41 	83 	69 	57 	82 	110 	80 	53 	106 	69 	93 	100 	87 	63 	84 	96 	52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,IT,EL	893 	1131 	1011 	303 	299 	258 	276 	322 	297 	454 	406 	474 	644 	830 	491 	539 	379 	: 	: 	: 	: 	: 	0 	0 	0 	: 	: 	102 	95 	95 	142 	54 	69 	58 	64 	75 	128 	115 
MIO_TKM,TOT,IT,ES	3597 	3481 	3058 	3195 	3172 	2961 	2715 	2870 	2926 	3341 	2923 	3989 	3961 	3567 	3482 	3576 	3349 	3169 	2729 	2636 	2400 	2374 	1915 	1861 	1642 	1329 	1139 	461 	577 	624 	366 	747 	476 	463 	: 	: 	: 	: 
MIO_TKM,TOT,IT,EU15	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15644 	: 	: 	15593 	12840 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,IT,FI	: 	: 	: 	: 	: 	23 	121 	33 	24 	11 	4 	24 	20 	29 	23 	58 	20 	69 	47 	70 	19 	65 	82 	43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,IT,FR	1175 	1285 	1368 	1423 	1628 	1720 	1916 	2178 	2052 	2025 	1858 	3110 	3162 	3534 	3456 	4050 	3788 	4177 	4289 	4589 	5002 	5082 	4654 	4487 	3908 	4076 	3842 	3857 	3939 	4072 	3770 	3594 	2658 	2471 	2503 	2266 	2059 	1982 
MIO_TKM,TOT,IT,HR	625 	609 	559 	603 	528 	519 	412 	439 	529 	483 	516 	565 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,IT,HU	1193 	1086 	1176 	1133 	866 	869 	1000 	1009 	1028 	834 	847 	1133 	1261 	1079 	841 	661 	527 	442 	460 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,IT,IE	15 	18 	25 	28 	53 	64 	17 	40 	40 	84 	60 	175 	170 	183 	138 	93 	101 	73 	59 	85 	55 	: 	: 	: 	: 	: 	63 	5 	50 	62 	121 	78 	34 	57 	82 	51 	45 	63 
MIO_TKM,TOT,IT,LI	: 	: 	: 	: 	: 	: 	4 	3 	5 	4 	2 	5 	5 	5 	8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,IT,LT	816 	747 	1004 	954 	434 	677 	689 	509 	530 	475 	373 	632 	719 	442 	324 	282 	232 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,IT,LU	20 	24 	16 	34 	33 	31 	47 	51 	25 	44 	33 	39 	68 	67 	61 	92 	89 	80 	49 	40 	29 	: 	3 	2 	1 	82 	102 	91 	: 	: 	: 	: 	: 	28 	23 	28 	20 	16 
MIO_TKM,TOT,IT,LV	105 	229 	154 	301 	204 	200 	273 	231 	262 	170 	136 	162 	217 	127 	100 	103 	117 	103 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,IT,NL	387 	320 	423 	397 	433 	646 	529 	534 	671 	649 	616 	677 	852 	1203 	1420 	1142 	944 	1167 	1177 	1189 	1333 	1490 	1405 	1370 	1480 	1495 	1479 	1458 	1470 	1515 	1475 	1415 	1278 	1131 	1003 	894 	789 	692 
MIO_TKM,TOT,IT,NO	9 	11 	12 	6 	80 	19 	75 	42 	42 	76 	106 	23 	60 	141 	123 	146 	71 	89 	123 	118 	115 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,IT,PL	6357 	6296 	6685 	5631 	4847 	5204 	4355 	4198 	4187 	3777 	3183 	2743 	3080 	1981 	1737 	1407 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,IT,PT	557 	534 	574 	556 	449 	605 	791 	350 	423 	825 	695 	786 	1217 	1350 	1161 	1022 	500 	815 	783 	1075 	646 	619 	716 	697 	0 	710 	807 	648 	777 	471 	516 	204 	199 	125 	: 	: 	: 	: 
MIO_TKM,TOT,IT,RO	1340 	1470 	1189 	1222 	960 	788 	983 	1282 	954 	1004 	1432 	2645 	3655 	4246 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,IT,SE	8 	13 	25 	24 	90 	43 	42 	29 	58 	76 	93 	126 	108 	87 	68 	150 	137 	96 	130 	95 	63 	100 	61 	85 	114 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,IT,SI	786 	832 	781 	748 	739 	708 	740 	714 	757 	827 	642 	716 	777 	616 	557 	443 	319 	330 	337 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,IT,SK	741 	816 	754 	834 	819 	655 	606 	609 	662 	715 	329 	688 	720 	488 	624 	460 	614 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,IT,UK	225 	422 	278 	240 	208 	311 	390 	368 	404 	380 	408 	432 	438 	526 	564 	855 	1218 	1225 	1423 	1637 	1592 	1713 	1746 	1682 	1878 	1935 	1769 	1446 	1432 	1401 	1358 	1306 	1199 	750 	626 	674 	655 	452 
MIO_TKM,TOT,KG,DE	0 	7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,KG,LT	: 	: 	: 	: 	27 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,KZ,CZ	4 	: 	46 	: 	: 	9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,KZ,DE	: 	35 	: 	5 	: 	29 	: 	24 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,KZ,EE	: 	: 	: 	: 	: 	9 	: 	: 	: 	: 	6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,KZ,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,KZ,LT	25 	: 	102 	22 	40 	72 	11 	66 	8 	17 	15 	10 	2 	2 	8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,KZ,LV	: 	: 	22 	32 	: 	33 	: 	24 	: 	6 	3 	: 	: 	: 	11 	4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,KZ,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,KZ,PL	46 	: 	231 	: 	: 	: 	: 	: 	35 	: 	47 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,LB,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,LI,AT	2 	1 	2 	1 	1 	4 	2 	2 	1 	2 	2 	6 	3 	3 	3 	2 	3 	3 	3 	2 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,LI,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,LI,CH	5 	12 	16 	11 	16 	26 	23 	17 	14 	48 	8 	6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,LI,CZ	: 	: 	: 	22 	: 	: 	: 	: 	: 	: 	: 	: 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,LI,DE	4 	14 	13 	13 	5 	1 	12 	5 	3 	5 	16 	2 	3 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,LI,FR	: 	7 	: 	: 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,LI,HU	1 	: 	2 	2 	1 	1 	: 	: 	: 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,LI,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,LI,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,LI,NL	2 	0 	: 	: 	: 	3 	: 	: 	: 	: 	: 	: 	2 	: 	: 	: 	2 	: 	1 	1 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,LI,PL	: 	: 	: 	: 	: 	2 	2 	: 	: 	: 	: 	: 	: 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,LI,PT	: 	: 	: 	: 	10 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,LI,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,LI,SK	: 	: 	: 	: 	: 	: 	11 	: 	: 	3 	: 	: 	: 	7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,LI,UK	: 	: 	: 	: 	: 	0 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,LT,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	1 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,LT,BG	: 	: 	: 	: 	: 	53 	: 	: 	12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,LT,CZ	19 	: 	24 	: 	28 	44 	59 	5 	25 	8 	5 	1 	20 	23 	28 	31 	: 	39 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,LT,DE	5 	: 	0 	5 	4 	1 	3 	: 	6 	: 	4 	10 	: 	6 	: 	3 	: 	: 	2 	12 	: 	: 	0 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,LT,DK	: 	: 	: 	: 	: 	: 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,LT,EE	59 	57 	83 	83 	59 	84 	91 	54 	80 	94 	58 	70 	71 	50 	67 	59 	32 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,LT,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,LT,ES	: 	22 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,LT,EU15	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,LT,FI	3 	: 	: 	: 	: 	: 	: 	5 	: 	: 	1 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,LT,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,LT,HR	: 	: 	: 	: 	: 	: 	: 	: 	13 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,LT,HU	2 	21 	17 	35 	8 	36 	31 	8 	9 	10 	16 	6 	1 	5 	5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,LT,IE	7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,LT,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,LT,LV	203 	190 	188 	184 	139 	198 	163 	104 	91 	69 	115 	159 	199 	122 	78 	51 	66 	50 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,LT,NL	1 	5 	0 	10 	12 	5 	1 	: 	: 	: 	3 	2 	: 	: 	: 	: 	0 	0 	0 	1 	2 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,LT,NO	: 	: 	: 	13 	27 	0 	: 	: 	: 	7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,LT,PL	1061 	782 	807 	1280 	1350 	917 	876 	462 	358 	359 	239 	249 	322 	258 	192 	157 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,LT,PT	10 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,LT,RO	8 	: 	: 	9 	7 	2 	11 	2 	3 	: 	12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,LT,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4 	: 	: 	: 	: 	: 	1 	2 	: 	1 	: 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,LT,SI	: 	: 	: 	1 	: 	: 	: 	15 	: 	7 	: 	: 	: 	4 	: 	1 	: 	: 	4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,LT,SK	: 	21 	: 	17 	: 	20 	18 	27 	15 	13 	12 	33 	16 	: 	9 	1 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,LT,UK	1 	: 	: 	: 	: 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3 	4 	: 	15 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,LU,AT	3 	5 	9 	5 	12 	4 	12 	1 	21 	10 	23 	16 	10 	28 	37 	38 	46 	30 	32 	18 	39 	4 	2 	3 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,LU,BE	40 	106 	55 	26 	56 	53 	47 	46 	69 	66 	73 	90 	102 	103 	106 	135 	167 	124 	185 	193 	86 	134 	137 	116 	132 	123 	143 	111 	95 	85 	100 	97 	87 	69 	64 	74 	55 	41 
MIO_TKM,TOT,LU,CH	: 	: 	: 	: 	0 	: 	: 	10 	: 	3 	4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,LU,CZ	14 	: 	8 	10 	7 	49 	73 	27 	48 	40 	47 	24 	30 	37 	20 	18 	56 	61 	73 	49 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,LU,DE	191 	184 	256 	207 	272 	259 	255 	311 	313 	312 	315 	366 	374 	329 	308 	309 	311 	392 	241 	247 	218 	201 	174 	181 	164 	161 	291 	329 	252 	222 	238 	216 	194 	193 	183 	166 	162 	153 
MIO_TKM,TOT,LU,DK	: 	4 	: 	: 	9 	2 	4 	2 	5 	1 	40 	46 	20 	30 	32 	23 	18 	9 	9 	8 	14 	12 	15 	25 	21 	18 	11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,LU,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10 	: 	9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,LU,EL	: 	: 	: 	: 	: 	: 	8 	: 	: 	6 	7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	1 	1 	1 	2 	1 	1 	3 	3 	2 	3 	3 	3 	4 	3 
MIO_TKM,TOT,LU,ES	59 	73 	90 	90 	19 	76 	55 	9 	101 	151 	79 	26 	51 	114 	200 	137 	51 	65 	63 	66 	40 	36 	52 	41 	78 	32 	: 	40 	: 	2 	: 	: 	14 	13 	: 	: 	: 	: 
MIO_TKM,TOT,LU,EU15	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	682 	: 	: 	668 	653 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,LU,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4 	: 	2 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,LU,FR	84 	107 	133 	167 	178 	187 	202 	145 	255 	176 	179 	118 	144 	151 	157 	170 	201 	179 	226 	185 	200 	196 	210 	178 	147 	136 	99 	109 	99 	100 	69 	106 	102 	79 	60 	42 	41 	66 
