aid,view,danmaku,reply,favorite,coin,share,now_rank,his_rank,like
6243,2015,207,13,4,0,2,0,0,0
6246,113,475,8,1,0,2,0,0,0
6249,71826,2671,76,223,53,33,0,0,12
6253,10463,498,36,52,2,6,0,0,3
6255,29549,297,86,186,97,12,0,0,9
6257,159722,5401,86,650,114,87,0,0,30
6261,5650,219,21,57,3,5,0,0,0
6262,2373,65,13,9,0,3,0,0,1
6263,2547,99,9,41,0,4,0,0,0
6264,4053,27,17,67,10,8,0,0,5
6265,7719,2987,37,24,2,2,0,0,1
6267,22,49,2,8,1,9,0,0,0
6268,1209,36,4,6,0,6,0,0,0
6269,7129,120,17,17,1,3,0,0,1
6270,1960,56,17,21,4,9,0,0,3
6273,3713,228,13,14,0,1,0,0,0
6274,5415,93,18,23,0,6,0,0,0
6275,1489,61,8,3,0,2,0,0,0
6277,6121,136,17,65,6,21,0,0,7
6279,1820,137,12,14,0,6,0,0,1
6282,2123,120,6,9,0,3,0,0,0
6284,18931,2998,124,280,0,3,0,0,0
6286,5966,190,19,49,1,7,0,0,1
6287,1184,51,7,15,2,7,0,0,0
6288,577,25,2,9,0,3,0,0,1
6290,2319,51,6,7,0,4,0,0,0
6295,2392,517,8,8,0,3,0,0,0
6296,1964,256,11,2,0,4,0,0,0
6300,7967,171,39,93,8,6,0,0,4
6303,7273,79,21,14,0,4,0,0,2
6304,24642,1102,10,25,5,4,0,0,1
6305,27760,1142,197,583,72,23,0,730,5
6307,83766,1148,149,1116,70,36,0,54,14
6308,8303,407,36,100,0,7,0,997,2
6310,1896,575,9,5,1,2,0,0,0
6311,17556,353,50,296,17,9,0,0,3
6313,27499,722,76,272,23,8,0,325,3
6314,9818,119,16,69,4,2,0,0,0
6315,3732,141,10,36,1,4,0,0,1
6317,145,72,4,4,0,5,0,0,0
6318,1112,15,10,7,0,4,0,0,0
6319,109,12,6,9,1,8,0,0,0
6325,1826,92,13,59,7,7,0,0,4
6329,5047,496,6,34,2,7,0,0,2
6330,837,8,3,1,0,3,0,0,0
6331,3390,119,17,3,0,5,0,0,0
6332,989,11,3,8,0,6,0,0,0
6333,23089,1113,79,283,3,6,0,705,0
6334,4534,404,7,12,0,12,0,0,0
6335,104862,3765,62,547,33,34,0,70,15
6336,96455,1082,71,407,53,33,0,34,2
6337,3046,132,10,39,2,4,0,0,0
6338,3778,208,31,81,6,6,0,0,2
6339,1820,32,5,23,1,5,0,0,1
6340,2648,42,17,31,5,7,0,0,2
6341,15477,785,41,67,0,8,0,0,0
6343,956,42,5,7,1,3,0,0,0
6344,74,1437,38,40,0,0,0,0,0
6345,891,326,3,3,0,5,0,0,0
6347,1330,119,2,1,0,4,0,0,0
6348,44166,7051,81,1507,172,48,0,0,0
6350,36977,1096,110,653,36,32,0,0,17
6352,2030,46,3,25,3,6,0,0,0
6353,1096,25,3,4,0,3,0,0,0
6354,10681,225,19,87,21,8,0,0,2
6355,5790,167,12,65,4,5,0,0,0
6363,19594,1409,157,492,67,67,0,0,11
6365,10760,547,101,143,9,9,0,0,3
6366,6787,228,17,10,1,6,0,0,0
6367,1053,21,6,1,1,6,0,0,0
6370,266,261,35,44,1,6,0,0,0
6371,1837,73,1,0,0,4,0,0,0
6372,290,411,14,88,5,3,0,0,0
6373,36531,193,75,870,10,8,0,0,14
6374,4047,157,16,57,4,2,0,0,0
6375,1064,87,8,23,1,2,0,0,2
6376,17170,609,43,287,17,10,0,422,5
6377,6667,273,57,613,68,57,0,0,26
6378,892,34,5,1,0,5,0,0,0
6379,2738,107,4,12,4,10,0,0,1
6381,10877,643,37,88,5,9,0,0,0
6382,477,5,2,3,0,5,0,0,1
6385,943,13,2,1,2,2,0,0,0
6387,1399,28,2,1,0,2,0,0,0
6388,1966,36,11,26,1,6,0,0,1
6389,2097,53,15,38,13,2,0,0,2
6390,2253,85,18,3,0,5,0,0,0
6391,-1,4025,190,763,9,6,0,0,0
6392,105,760,28,37,1,3,0,0,0
6393,5087,439,18,52,1,9,0,0,1
6394,3264,136,6,4,0,5,0,0,0
6395,3436,294,8,8,0,8,0,0,0
6396,4431,168,24,73,3,2,0,0,0
6397,1055,16,6,6,0,4,0,0,1
6398,3457,467,15,51,4,7,0,0,0
6401,4264,70,6,13,0,2,0,0,0
6402,2705,221,27,20,2,2,0,0,1
6404,7273,297,21,82,2,3,0,0,0
6405,17313,2059,35,46,8,5,0,0,0
6409,523,25,6,6,1,1,0,0,3
6413,29028,786,124,702,80,58,0,0,14
6414,2752,45,9,48,6,3,0,0,3
6416,2769,60,15,42,7,5,0,0,0
6417,805,31,10,3,0,6,0,0,1
6419,67,74,16,59,1,1,0,0,0
6420,34439,2144,57,43,17,2,0,0,0
6421,912,132,14,52,7,10,0,0,0
6422,38019,704,65,207,3,7,0,0,3
6423,18075,1114,62,155,18,47,0,0,5
6425,4917,124,6,13,0,7,0,0,0
6429,14248,555,28,104,1,13,0,0,0
6430,5612,212,18,11,2,5,0,0,0
6431,4377,100,13,5,0,3,0,0,0
6436,2018,230,6,1,0,3,0,0,0
6437,4059,100,34,45,2,1,0,0,0
6439,50874,5352,258,407,53,216,0,0,3
6440,1012,300,7,16,1,5,0,0,0
6441,1710,268,5,2,0,2,0,0,0
6442,281,36,11,3,0,3,0,0,0
6445,2568,775,9,8,0,4,0,0,0
6446,375,157,10,14,1,5,0,0,1
6448,606,97,3,0,0,4,0,0,0
6449,739,12,4,3,1,4,0,0,0
6451,70036,4033,385,2255,205,120,0,0,64
6452,1172,68,7,2,1,4,0,0,0
6453,827,15,6,12,2,4,0,0,0
6454,4510,118,10,53,3,6,0,0,1
6455,2414,124,16,26,1,6,0,0,0
6456,2931,88,12,38,5,1,0,0,0
6457,5078,560,5,14,0,4,0,0,1
6459,3291,208,38,61,4,6,0,0,0
6460,5512,444,29,18,0,4,0,0,0
6461,8423,359,31,269,20,16,0,0,3
6462,4177,46,19,155,12,6,0,0,3
6463,15013,4267,56,1208,78,67,0,0,12
6468,1323,32,4,7,0,5,0,0,0
6469,8322,73,17,201,14,21,0,0,9
6470,21440,1444,43,139,12,6,0,0,3
6473,2103,104,20,24,0,2,0,0,0
6474,1398,31,7,18,1,4,0,0,0
6475,1268,17,2,1,0,2,0,0,0
6476,1373,126,10,5,0,4,0,0,0
6478,3665,76,8,16,2,0,0,0,0
6480,9068,76,15,68,0,4,0,0,0
6483,3028,144,11,32,5,10,0,0,2
6484,1555,69,8,10,0,3,0,0,0
6485,2078,459,9,4,0,1,0,0,0
6487,148693,3520,859,4871,585,684,0,427,156
6490,480,72,17,32,2,4,0,0,0
6493,3337,141,16,53,1,5,0,0,0
6494,3447,58,9,62,8,2,0,0,1
6495,196,82,11,14,3,3,0,0,0
6497,5479,156,35,27,0,4,0,816,0
6498,4783,181,38,32,3,4,0,0,0
6501,1075,621,15,7,0,3,0,0,0
6503,2925,408,15,6,0,4,0,0,0
6504,1785,14,1,2,2,2,0,0,0
6505,1528,469,8,1,3,3,0,0,0
6506,-1,116,2,49,6,3,0,0,0
6508,5021,114,2,1,0,4,0,0,0
6509,5487,246,17,16,0,5,0,0,0
6510,5630,88,2,3,0,2,0,0,0
6512,694,4,1,4,0,3,0,0,2
6513,-1,131,26,38,3,3,0,0,1
6516,462,85,17,90,6,4,0,0,0
6517,5238,172,13,24,1,3,0,0,0
6518,455,50,4,21,1,4,0,0,0
6519,848,33,5,13,4,5,0,0,1
6520,2188,79,12,15,1,2,0,0,0
6523,1056,15,6,0,0,5,0,0,0
6524,2321,161,10,9,0,2,0,0,1
6526,2705,45,7,11,0,8,0,0,0
6527,5459,444,10,10,1,4,0,0,0
6529,3173,170,13,15,2,5,0,0,0
6530,10504,359,15,61,3,5,0,0,0
6531,584,0,4,1,0,3,0,0,0
6532,3503,492,21,27,0,0,0,0,0
6536,5010,143,17,7,1,2,0,0,0
6539,-1,472,522,731,5,7,0,79,1
6540,328,238,57,55,1,5,0,0,0
6544,8233,576,29,37,2,3,0,0,0
6546,1398,75,6,4,0,3,0,0,0
6547,4921,157,27,18,1,4,0,0,0
6548,2492,371,12,2,0,2,0,0,0
6549,3449,92,12,28,1,7,0,0,0
6550,1762,109,6,7,1,5,0,0,0
6552,7439,329,17,29,1,3,0,0,0
6554,106,142,5,4,0,8,0,0,0
6556,4905,167,15,5,0,2,0,0,0
6557,4629,1811,16,8,1,3,0,0,0
6558,-1,772,33,14,1,6,0,0,0
6560,18556,789,91,162,17,6,0,0,4
6561,1035,70,10,1,1,4,0,0,0
6564,2832,101,6,35,5,25,0,0,0
6570,6636,863,11,28,2,4,0,0,1
6572,3401,147,17,54,0,5,0,0,0
6578,455,142,19,29,5,24,0,0,3
6579,3068,307,11,6,1,6,0,0,0
6580,91,466,11,10,0,4,0,0,0
6581,669,6,4,9,0,3,0,0,0
6582,783,19,4,6,1,7,0,0,1
6583,1591,239,9,4,1,4,0,0,0
6587,5358,44,11,14,1,2,0,0,0
6588,14332,308,11,296,6,39,0,0,2
6589,5290,78,10,37,6,10,0,0,0
6590,2231,28,5,16,2,6,0,0,0
6591,8765,175,25,298,6,0,0,0,0
6592,5791,102,4,145,7,6,0,0,0
6593,16618,461,46,135,9,6,0,0,2
6594,1378,111,29,125,6,5,0,0,0
6595,648,11,4,10,0,2,0,0,0
6598,2757,1057,20,16,0,6,0,0,0
6599,670,10,2,0,0,5,0,0,0
6600,858,20,3,8,0,2,0,0,0
6602,3811,126,21,22,5,3,0,0,0
6604,58207,2838,144,900,28,17,0,0,1
6605,28568,488,106,1382,113,42,0,0,18
6607,5009,161,16,8,0,4,0,0,0
6608,4062,120,7,10,0,8,0,0,0
6609,2619,249,5,43,1,7,0,0,1
6610,3702,20,8,34,1,6,0,0,3
6611,1399,207,17,27,3,1,0,0,0
6612,2569,104,8,29,3,5,0,0,0
6613,345,152,64,54,2,4,0,0,0
6615,1204,129,9,1,0,4,0,0,0
6618,3647,237,12,10,0,5,0,0,0
6622,103,290,15,11,0,6,0,0,0
6623,5063,179,16,76,4,2,0,0,0
6624,1082,160,10,1,0,5,0,0,0
6626,3740,207,19,17,3,2,0,0,1
6628,5620,30,8,43,3,11,0,0,4
6637,1435,177,3,5,1,0,0,0,0
6638,3401,218,2,8,0,3,0,0,1
6641,609,7,7,4,0,0,0,0,0
6642,5360,112,10,167,8,11,0,0,5
6648,1407,115,11,2,1,3,0,0,0
6649,7584,367,34,295,13,11,0,0,4
6652,1614,11,5,18,1,7,0,0,0
6653,85,63,5,3,0,4,0,0,0
6654,81172,5108,186,2709,205,292,0,0,6
6656,904,8,3,1,0,4,0,0,1
6657,2740,24,9,59,8,9,0,0,1
6659,731,30,6,8,1,3,0,0,0
6660,753,32,3,1,0,2,0,0,0
6661,1159,693,83,414,8,9,0,0,0
6662,3736,120,16,7,0,4,0,0,0
6663,28243,711,175,223,22,43,0,0,2
6664,2870,183,21,18,1,5,0,0,0
6665,140,64,19,30,4,7,0,0,1
6666,26245,262,672,217,19,14,0,0,33
6667,6784,549,28,51,1,5,0,0,0
6669,985,40,13,1,0,4,0,0,0
6670,9922,46,48,282,41,22,0,0,9
6671,843,16,1,0,0,2,0,0,0
6672,4583,77,17,30,1,5,0,0,0
6674,703,254,23,81,3,4,0,0,0
6676,1683,66,10,5,0,3,0,0,0
6678,9238,197,57,139,2,4,0,0,1
6679,5563,650,20,32,0,3,0,0,0
6683,52,638,64,15,0,6,0,0,1
6686,-1,18,2,9,0,2,0,0,0
6688,10668,551,28,15,0,5,0,0,0
6691,1598,150,3,14,0,4,0,0,0
6692,65013,5574,587,2432,297,180,0,0,28
6693,177311,4624,106,86,53,19,0,0,1
6697,3289,63,16,41,3,10,0,0,0
6698,3502,66,15,4,0,3,0,0,0
6699,7859,235,151,119,2,3,0,0,6
6700,1472,38,9,13,0,5,0,0,0
6701,1088,169,3,1,1,6,0,0,0
6702,323,79,15,4,0,4,0,0,0
6703,14116,353,31,148,14,11,0,0,2
6704,2069,4,9,2,1,3,0,0,0
6705,14161,281,32,115,8,10,0,0,3
6708,113041,4460,266,1371,197,216,0,812,122
6711,1198,21,5,2,0,2,0,0,0
6713,-1,264,42,41,0,4,0,0,0
6714,9516,406,72,63,1,2,0,0,0
6715,6213,250,22,38,7,8,0,0,1
6716,783,27,5,4,0,4,0,0,0
6717,424,168,11,27,3,4,0,0,0
6720,6754,275,51,95,24,7,0,0,0
6721,1716,204,4,10,0,2,0,0,0
6722,2197,166,25,2,0,4,0,0,0
6723,10030,136,21,142,12,27,0,0,0
6724,560,10,6,6,0,2,0,0,1
6725,715,10,4,1,0,8,0,0,0
6726,12,81,31,36,0,6,0,0,1
6728,17160,1258,79,185,33,12,0,475,1
6729,458,30,4,4,0,4,0,0,1
6730,1910,581,53,79,2,7,0,0,0
6732,2440,31,14,22,1,11,0,0,1
6737,9377,177,37,137,24,10,0,0,1
6739,4014,79,12,27,3,2,0,0,0
6740,2856,171,15,53,5,2,0,0,5
6741,592,6,3,4,0,8,0,0,2
6744,1393,16,1,22,0,4,0,0,1
6745,14212,222,45,455,37,61,0,0,4
6748,11456,574,73,84,4,5,0,0,0
6752,274,61,6,10,1,0,0,0,0
6755,3190,630,17,9,0,5,0,0,0
6756,52,27,6,3,0,4,0,0,0
6757,13283,503,95,236,23,17,0,0,1
6762,1006,110,6,4,0,1,0,0,0
6763,11182,849,17,13,9,4,0,0,0
6764,2240,71,33,3,1,4,0,0,4
6765,13799,543,31,26,1,10,0,0,0
6767,3727,281,34,24,1,12,0,0,0
6768,973,21,16,12,0,3,0,0,0
6770,53,71,36,22,0,2,0,0,0
6771,64168,5383,185,759,125,51,0,763,2
6773,1095,442,8,4,0,5,0,0,0
6778,12162,205,17,32,2,5,0,0,0
6779,10183,347,74,511,36,21,0,0,3
6780,943,326,80,498,28,13,0,0,0
6781,-1,31,12,6,0,2,0,0,0
6782,10081,159,77,364,16,8,0,0,2
6783,4131,134,7,2,0,5,0,0,0
6787,92588,3753,246,1683,120,49,0,66,14
6788,11824,609,69,174,18,7,0,0,0
6789,1614,42,23,16,1,10,0,0,0
6791,1195,12,3,1,0,1,0,0,0
6792,107933,1392,185,4635,141,731,0,0,151
6793,3246,165,23,28,1,3,0,0,0
6795,4303,181,26,11,2,6,0,0,0
6798,6698,352,36,68,2,10,0,0,1
6799,2102,110,19,52,0,2,0,0,0
6800,881,9,10,3,0,4,0,0,1
6801,1403,34,4,2,0,4,0,0,0
6802,3627,88,21,122,2,5,0,0,0
6803,883,43,11,4,1,3,0,0,0
6804,53517,3445,186,541,45,22,0,772,1
6805,1610,79,19,20,10,2,0,0,0
6806,1276,36,16,15,0,1,0,0,0
6811,79832,1845,352,1003,95,59,0,0,2
6813,4254,95,20,93,14,20,0,0,1
6814,25937,6592,60,226,5,69,0,0,3
6815,5428,94,18,26,1,7,0,0,0
6817,59,102,16,4,0,5,0,0,0
6819,10936,817,20,57,0,7,0,0,0
6820,3885,428,19,4,2,5,0,0,0
6821,25,126,5,6,0,2,0,0,1
6823,12288,142,18,73,10,9,0,0,3
6826,3093,257,17,39,1,5,0,0,0
6827,12539,396,30,137,18,12,0,0,1
6829,2447,257,37,57,2,5,0,0,0
6844,3789,1314,23,12,2,4,0,0,0
6845,29273,960,132,617,35,10,0,484,12
6846,1919,94,15,22,5,2,0,0,0
6849,75362,3307,148,1936,238,79,0,0,22
6850,2687,452,25,17,2,6,0,0,0
6851,2467,105,7,8,2,4,0,0,0
6852,45,316,12,5,0,8,0,0,0
6853,2438,61,9,7,0,6,0,0,0
6854,4624,179,15,35,4,4,0,0,3
6855,963,27,9,7,0,3,0,0,1
6857,3738,73,29,13,1,5,0,0,0
6859,8116,254,50,124,10,10,0,0,3
6860,-1,377,12,8,0,5,0,0,0
6862,1298,99,11,1,1,4,0,0,0
6863,10245,2403,42,21,0,4,0,0,0
6864,1045,179,4,2,0,2,0,0,0
6865,3299,74,15,22,1,6,0,0,1
6867,5355,159,20,13,1,6,0,0,0
6868,1604,240,12,5,0,5,0,0,0
6870,21063,307,73,141,3,6,0,0,0
6871,21,410,26,10,0,4,0,0,0
6873,1282,119,15,20,0,3,0,0,0
6875,1338,33,10,7,0,5,0,0,0
6877,2069,328,9,2,1,2,0,0,0
6878,309,10,7,8,3,1,0,0,0
6879,2804,60,12,8,0,3,0,0,0
6881,72195,8389,66,1388,26,15,0,0,5
6882,793,35,6,4,2,2,0,0,0
6883,809,27,5,9,2,5,0,0,0
6886,4171,58,16,9,0,2,0,0,0
6887,13681,216,54,100,5,5,0,0,6
6891,4907,328,40,29,0,3,0,0,0
6893,12519,342,47,128,0,5,0,0,0
6894,4258,522,13,10,1,5,0,0,0
6895,322,337,28,77,5,7,0,0,0
6896,3171,325,25,3,0,3,0,0,0
6898,2047,121,9,4,0,2,0,0,0
6899,853,10,5,2,0,6,0,0,0
6905,1402,56,7,3,0,3,0,0,0
6906,3420,110,23,2,0,2,0,0,0
6907,23909,808,153,666,94,27,0,0,24
6909,13735,277,26,123,7,3,0,0,0
6910,750,8,5,3,1,1,0,0,2
6911,1782,46,5,2,0,2,0,0,0
6912,20710,847,129,432,21,10,0,0,4
6917,4189,88,21,81,7,7,0,0,0
6918,3841,33,23,13,0,2,0,0,0
6919,1113,55,10,39,2,2,0,0,4
6920,8833,463,26,147,8,11,0,0,2
6922,113,13,8,47,0,4,0,0,1
6923,504,6,5,3,1,7,0,0,0
6925,2628,32,11,88,6,5,0,0,3
6926,1152,201,5,3,0,8,0,0,0
6927,100197,2593,301,70,51,5,0,0,0
6928,3335,1210,47,13,0,3,0,0,0
6933,2014,11,5,12,0,3,0,0,1
6935,1277,93,14,2,0,8,0,0,0
6937,1809,23,9,8,1,5,0,0,0
6939,1704,75,10,1,0,7,0,0,0
6940,42,71,13,11,0,4,0,0,0
6941,3679,242,18,12,0,6,0,0,0
6942,6957,282,15,92,3,2,0,0,1
6943,43,102,8,14,0,2,0,0,1
6944,157941,6878,130,814,185,150,0,0,13
6946,4857,206,61,10,0,6,0,0,0
6947,1461,47,7,15,0,6,0,0,0
6948,2530,89,4,25,3,1,0,0,0
6952,3651,118,33,26,2,4,0,0,0
6953,832,26,10,1,0,3,0,0,0
6955,862,18,12,13,0,3,0,0,0
6956,70,53,11,7,0,1,0,0,0
6957,5569,62,12,47,4,1,0,0,2
6963,658,5,7,1,0,1,0,0,1
6964,3115,30,6,6,0,9,0,0,0
6965,1075,33,6,10,1,5,0,0,1
6967,1733,1895,31,20,14,3,0,0,0
6969,6197,201,59,27,1,6,0,0,1
6973,7592,139,38,94,7,7,0,0,0
6980,4866,268,24,28,3,6,0,0,2
6984,1457,165,11,5,0,5,0,0,0
6985,22050,833,8,23,2,2,0,0,2
6988,182,233,6,6,0,5,0,0,0
6991,1019,53,9,1,0,1,0,0,0
6992,5,4,4,5,0,5,0,0,0
6995,3427,69,14,92,3,6,0,0,0
6996,1064,72,12,16,1,2,0,0,0
6998,20368,489,40,351,18,6,0,312,5
6999,3270,105,16,12,2,3,0,0,1
7000,4977,501,76,133,2,5,0,0,10
7001,5916,75,22,26,3,9,0,0,1
7004,-1,20,6,8,2,5,0,0,0
7006,8514,306,18,220,9,23,0,0,0
7007,6602,474,31,42,6,7,0,0,0
7009,1976,116,2,2,3,4,0,0,0
7010,1939,82,13,23,0,3,0,0,0
7011,3421,67,10,4,0,3,0,0,0
7012,8423,1951,39,5,0,3,0,0,0
7013,214,117,22,28,6,7,0,0,1
7014,7525,142,22,79,9,37,0,0,0
7015,6534,85,32,100,13,10,0,0,1
7016,79626,788,65,206,7,27,0,0,60
7018,404,7,3,1,0,1,0,0,0
7019,1769,66,15,18,0,1,0,0,0
7020,1157,205,13,24,1,3,0,0,2
7021,3505,358,27,17,0,3,0,0,1
7024,641,3,3,3,0,4,0,0,0
7027,1055,469,11,5,1,3,0,0,0
7028,859,82,2,1,0,1,0,0,0
7029,652090,51258,5132,30032,6973,1948,0,29,361
7031,141,95,18,13,3,5,0,0,1
7032,-1,52,17,52,2,8,0,0,0
7033,724,5,6,3,0,2,0,0,0
7034,5789,154,24,68,1,4,0,0,0
7036,21596,617,55,155,0,5,0,0,1
7037,5121,99,32,124,11,27,0,0,4
7039,773,8,2,2,0,5,0,0,0
7040,2153,31,22,46,3,12,0,0,3
7042,867,23,15,22,4,7,0,0,4
7044,26187,789,33,182,13,57,0,839,2
7048,1539,17,6,4,1,5,0,0,1
7053,719,164,19,163,15,13,0,0,0
7054,598,7,3,3,0,5,0,0,0
7060,3612,210,28,39,2,3,0,0,0
7061,25204,219,60,261,29,48,0,0,18
7062,4065,451,6,7,0,3,0,0,0
7063,820,115,4,1,1,5,0,0,0
7064,40499,2757,363,936,30,6,0,0,4
7065,466,4,3,1,0,5,0,0,0
7067,5525,446,39,28,0,2,0,0,0
7069,196,39,11,41,3,5,0,0,4
7070,888,3,4,4,0,1,0,0,0
7074,734,373,26,12,0,6,0,0,0
7075,3078,83,15,4,0,4,0,0,0
7076,1899,119,6,6,1,5,0,0,0
7077,3400,46,23,6,0,4,0,0,0
7078,942,38,4,21,0,6,0,0,2
7079,1046,54,6,32,1,7,0,0,3
7080,19989,341,68,42,0,7,0,120,0
7081,2917,48,6,44,2,6,0,0,0
7082,1670,54,10,17,3,5,0,0,0
7083,2708,217,40,58,4,6,0,0,0
7084,635,13,4,1,0,6,0,0,0
7085,1487,32,22,45,2,3,0,0,6
7087,1806,93,13,3,1,2,0,0,0
7090,3293,101,9,43,4,6,0,0,2
7091,7552,240,31,57,2,2,0,770,2
7092,759,110,34,197,16,11,0,0,2
7093,49,18,8,14,0,3,0,0,0
7094,1972,113,8,17,1,4,0,0,0
7095,2990,292,19,11,2,4,0,0,1
7096,23873,573,135,469,51,74,0,0,17
7098,-1,152,25,19,1,6,0,0,0
7099,6606,20,25,32,1,3,0,0,0
7100,11663,413,68,108,5,9,0,0,4
7101,1626,26,3,9,0,3,0,0,0
7104,144926,1935,178,921,59,768,0,0,50
7106,3386,222,36,49,3,1,0,0,0
7109,8880,449,39,45,2,2,0,0,1
7111,5213,155,7,3,0,3,0,0,2
7112,86209,2331,913,3279,149,49,0,0,50
7113,10,3,10,1,0,5,0,0,0
7114,1793,71,20,1,0,1,0,0,0
7115,890,241,10,9,0,3,0,0,0
7117,73339,2731,238,1347,108,1260,0,0,104
7118,4514,201,14,42,3,11,0,0,1
7119,-1,1198,29,18,4,3,0,0,0
7120,-1,1160,50,327,11,8,0,0,1
7121,1496,87,9,0,0,4,0,0,0
7124,1584,177,18,19,2,1,0,0,1
7125,2302,65,19,19,1,4,0,0,0
7126,1730,94,5,63,3,8,0,0,4
7127,1418,194,7,50,2,8,0,0,5
7136,624945,38546,2005,18197,1599,895,0,25,66
7138,538,3,3,1,0,1,0,0,0
7139,1724,78,9,42,2,8,0,0,1
7140,930,162,11,3,0,1,0,0,0
7144,1304,78,1,8,1,4,0,0,0
7146,110,65,6,6,0,3,0,0,0
7147,2042,164,15,27,0,3,0,0,0
7149,2522,157,8,12,1,6,0,0,0
7153,470,5,6,2,0,5,0,0,0
7154,962,17,8,9,2,7,0,0,0
7155,1138,21,9,12,1,4,0,0,0
7156,2348,40,8,18,0,3,0,0,0
7158,2074,83,18,17,0,6,0,0,0
7159,482,5,6,2,0,1,0,0,0
7160,437,3,5,3,0,8,0,0,0
7161,1106,56,10,7,1,9,0,0,0
7162,1589,62,10,15,0,7,0,0,0
7163,1578,59,14,21,1,5,0,0,3
7164,919,33,5,13,2,3,0,0,0
7165,265,297,25,60,2,3,0,0,2
7166,1393,39,4,17,1,2,0,0,0
7167,48,17,5,4,0,4,0,0,0
7168,924,27,8,14,1,4,0,0,1
7170,5881,265,43,65,4,4,0,0,0
7171,-1,7,14,6,0,1,0,0,0
7172,-1,112,22,8,0,3,0,0,0
7173,3033,90,9,136,10,30,0,0,1
7176,981,11,10,12,0,1,0,0,0
7177,107,56,14,13,1,1,0,0,0
7178,427330,10599,898,13855,2043,980,0,16,62
7180,850,45,3,2,0,1,0,0,0
7181,5530,188,7,6,0,6,0,0,0
7182,220,533,39,57,0,1,0,0,0
7183,4489,248,36,5,1,5,0,0,1
7184,1494,223,8,16,0,2,0,0,0
7185,1425,53,4,1,3,4,0,0,0
7187,1055,143,8,1,3,6,0,0,0
7189,1218,42,9,7,0,0,0,0,0
7191,3416,53,5,8,2,4,0,0,0
7192,2512,158,9,2,0,5,0,0,0
7193,1292,65,9,14,1,2,0,0,0
7195,3223,92,28,1,0,4,0,0,0
7196,58353,678,64,738,26,9,0,0,6
7197,6822,98,2,6,0,3,0,0,0
7198,1773,73,11,14,0,4,0,0,0
7200,5764,122,18,18,0,7,0,0,0
7201,3464,161,10,8,0,4,0,0,0
7202,15951,797,42,28,0,5,0,0,0
7204,542,89,23,72,3,7,0,0,0
7205,88459,1931,386,1780,189,226,0,300,47
7206,1420,63,12,64,5,12,0,0,5
7208,2550,66,8,15,0,7,0,0,0
7210,4613,100,24,30,4,4,0,0,0
7213,1271,116,18,1,0,0,0,0,0
7216,2290,169,21,3,0,2,0,0,0
7217,119459,4659,135,1016,74,47,0,0,3
7219,1383,11,2,1,0,5,0,0,0
7220,4712,182,20,33,0,4,0,0,0
7221,1868,113,1,7,0,5,0,0,1
7222,1845,34,16,17,0,5,0,0,0
7224,108,18,5,1,0,5,0,0,0
7228,976,49,13,17,1,4,0,0,1
7229,3272,334,10,22,0,3,0,0,0
7230,16355,859,19,132,6,8,0,0,0
7232,-1,819,157,462,59,43,0,0,11
7233,15724,147,39,214,22,19,0,0,3
7234,1051,9,8,7,0,2,0,0,1
7238,1989,45,8,6,0,1,0,0,0
7239,46720,2764,36,85,3,4,0,0,1
7240,-1,190,34,102,5,10,0,0,4
7241,3442,159,6,4,0,10,0,0,0
7243,184,295,10,11,0,3,0,0,0
7244,10436,864,10,8,12,1,0,0,0
7247,6960,184,12,9,3,1,0,0,0
7248,1257,74,7,4,0,3,0,0,0
7249,19255,163,46,229,19,31,0,0,12
7250,2445,182,16,6,0,2,0,0,1
7253,17030,1116,40,164,16,3,0,0,1
7254,25985,144,54,459,14,60,0,0,13
7256,920,153,4,2,0,3,0,0,0
7258,1167,24,7,2,0,3,0,0,0
7259,4595,62,16,9,0,7,0,0,0
7260,1621,35,4,7,0,3,0,0,0
7261,59,71,11,3,0,4,0,0,0
7263,1935,74,7,30,2,1,0,0,0
7264,17814,171,19,96,7,6,0,0,1
7265,632,624,18,2,0,3,0,0,0
7266,1625,13,12,0,1,7,0,0,0
7268,2719,216,13,152,7,16,0,0,0
7269,1480,53,3,1,0,4,0,0,0
7270,1758,224,10,1,0,6,0,0,0
7271,3288,43,18,0,0,3,0,0,0
7274,1398,33,7,5,1,6,0,0,1
7275,2227,106,10,30,0,6,0,0,1
7276,23153,856,53,108,10,35,0,0,3
7278,2983,57,16,54,2,3,0,0,0
7279,1052,42,3,2,0,4,0,0,0
7280,5643,387,27,54,6,9,0,0,0
7281,2771,208,15,12,0,1,0,0,1
7285,13223,855,68,16,0,5,0,0,0
7287,919,22,12,10,1,2,0,0,0
7288,25,59,13,11,1,0,0,0,1
7289,159,9,8,57,2,4,0,0,1
7297,2104,203,12,12,2,8,0,0,0
7298,680,18,10,6,0,3,0,0,0
7299,-1,1639,23,179,19,15,0,0,5
7300,7329,197,9,11,0,1,0,0,0
7302,13083,923,125,382,4,4,0,0,0
7303,1258,12,7,17,0,5,0,0,0
7307,905,39,6,8,0,6,0,0,0
7308,2125,384,13,1,1,3,0,0,0
7309,6437,101,15,4,1,7,0,675,2
7310,-1,283,54,212,12,10,0,0,1
7311,5742,870,42,15,0,7,0,0,0
7313,11,40,4,6,0,3,0,0,0
7315,109,91,23,1,0,3,0,0,0
7316,8934,194,47,26,0,2,0,0,0
7320,1340,23,3,0,0,1,0,0,0
7323,602,21,2,1,0,7,0,0,0
