aid,view,danmaku,reply,favorite,coin,share,now_rank,his_rank,like
3167,760,10,11,22,3,2,0,0,2
3168,1371,48,28,51,4,7,0,0,7
3169,2642,66,16,21,2,2,0,0,0
3170,1239,17,13,24,3,3,0,0,1
3171,1922,259,9,3,0,4,0,0,0
3172,6329,206,28,52,0,10,0,0,1
3173,657,16,8,6,0,7,0,0,0
3174,1851,193,33,14,0,5,0,0,0
3175,4591,57,50,22,1,4,0,0,3
3176,945,4,3,4,2,5,0,0,1
3177,2110,50,9,1,1,3,0,0,0
3178,623,9,8,15,0,6,0,0,3
3179,742,1,2,3,1,8,0,0,1
3180,4430,19,32,119,13,9,0,0,3
3181,1492,129,11,109,7,8,0,0,3
3182,18219,3019,151,50,0,1,0,0,0
3185,2611,99,19,40,4,10,0,0,1
3186,5243,222,37,33,3,4,0,0,0
3188,1432,22,9,13,1,0,0,0,0
3189,2488,89,9,7,0,4,0,0,0
3190,1545,101,22,5,0,8,0,0,0
3191,452,6,4,5,1,2,0,0,1
3192,1645,156,26,12,0,6,0,0,0
3193,5377,89,38,328,23,23,0,0,12
3194,52466,1376,199,2298,138,74,0,317,18
3195,1488,12,2,5,0,4,0,0,0
3196,1094,32,3,12,1,7,0,0,0
3199,2831,2,10,28,0,4,0,0,0
3202,1738,46,13,14,0,4,0,0,3
3204,3334,76,21,30,3,7,0,0,0
3205,2824,78,10,6,0,4,0,0,0
3206,5401,48,41,7,0,3,0,0,0
3208,23470,357,36,56,10,5,0,984,2
3210,1392,23,5,27,7,3,0,0,2
3211,1742,91,7,4,0,1,0,0,0
3212,2344,26,18,9,3,3,0,0,0
3213,15449,35,62,66,44,5,0,0,0
3214,1713,8,5,23,3,8,0,0,1
3215,47332,2272,26,371,11,3,0,0,0
3216,3102,738,16,1,0,1,0,0,0
3218,9184,57,27,53,10,5,0,0,1
3220,2468,100,15,11,3,6,0,0,1
3221,1448,33,5,2,0,4,0,0,0
3222,1109,274,12,15,1,2,0,0,0
3224,5610,163,26,73,11,7,0,0,0
3227,4192,178,14,1,2,4,0,0,0
3228,1110,37,2,20,3,8,0,0,0
3229,630,40,7,1,0,0,0,0,0
3230,1935,85,11,1,3,2,0,0,1
3231,1837,113,5,19,2,4,0,0,0
3232,4553,596,32,59,2,5,0,0,0
3234,5823,495,44,134,17,13,0,0,3
3235,119277,4465,139,1486,84,20,0,0,2
3236,6095,216,48,35,0,6,0,0,0
3237,6066,55,28,33,0,5,0,0,0
3238,4040,197,9,39,1,4,0,0,0
3239,3321,96,20,106,3,12,0,0,3
3241,-1,11,5,12,2,9,0,0,0
3242,2364,12,10,5,18,7,0,0,0
3243,2086,36,11,29,7,16,0,0,3
3246,3319,96,26,22,1,5,0,0,0
3248,1987,39,11,7,2,2,0,0,0
3249,1001,11,4,4,0,5,0,0,0
3250,585,8,4,6,0,2,0,0,4
3251,1967,31,11,12,4,4,0,0,1
3252,1069,13,8,4,166,1,0,0,0
3253,19880,7,8,17,61,3,0,0,0
3254,997,3,4,6,2,4,0,0,0
3255,1712,31,9,14,1,0,0,0,0
3256,832,25,9,1,0,7,0,0,0
3257,594,5,4,6,0,2,0,0,1
3260,1572,16,6,9,1,1,0,0,1
3261,1374,126,11,13,1,5,0,0,0
3262,2895,87,17,15,2,4,0,0,0
3263,1050,56,10,4,0,6,0,0,0
3269,11486,267,36,369,21,26,0,0,7
3271,137380,41,21,139,971,7,0,100,8
3272,1642,13,11,67,1,6,0,0,0
3273,3881,77,6,10,2,4,0,0,0
3274,4515,246,32,24,1,6,0,0,0
3275,1658,12,4,2,5,7,0,0,0
3279,92448,2897,531,3195,250,72,0,0,9
3281,11270,767,127,602,38,30,0,0,28
3284,2999,137,23,7,4,4,0,0,0
3285,44432,2748,292,770,19,15,0,0,1
3286,2738,82,4,2,0,5,0,0,0
3289,3823,360,23,28,2,3,0,0,0
3291,3567,411,31,20,1,2,0,0,0
3293,1470,239,7,0,0,4,0,0,0
3296,10990,243,26,24,89,4,0,0,0
3297,5900,8,43,14,59,6,0,0,0
3299,3072,260,23,5,1,7,0,0,0
3300,4020,171,8,15,0,4,0,0,0
3301,1256,93,15,8,0,5,0,0,0
3302,1069,3,2,14,3,5,0,0,3
3303,569,10,6,16,2,1,0,0,3
3304,2409,115,20,117,16,14,0,0,16
3308,3880,301,34,70,13,7,0,0,5
3309,1066,40,9,1,1,1,0,0,0
3311,1542,59,15,29,0,6,0,0,1
3314,815,5,4,6,0,2,0,0,0
3316,2304,399,24,18,2,6,0,0,0
3317,4217,160,21,61,14,44,0,0,2
3318,3790,118,36,59,6,5,0,0,0
3319,5321,173,19,30,6,5,0,0,1
3320,2616,16,49,2,3,4,0,0,1
3321,11619,401,90,367,32,29,0,0,9
3322,6247,242,78,201,23,11,0,0,8
3323,304952,10691,435,2850,198,62,0,353,20
3324,1047,10,9,4,0,3,0,0,1
3325,1577,66,10,1,0,5,0,0,0
3326,6118,153,25,28,1,5,0,0,0
3327,1773,32,9,1,3,1,0,0,1
3328,707,62,4,1,0,0,0,0,0
3329,2996,48,10,8,2,3,0,0,2
3331,1640,87,31,2,1,3,0,0,0
3332,8231,275,61,66,10,6,0,0,2
3333,25813,459,150,426,79,49,0,0,24
3337,1018,46,11,2,0,3,0,0,0
3339,3525,77,10,16,3,3,0,0,0
3341,6114,99,19,53,3,4,0,0,0
3342,16723,556,90,242,25,65,0,0,12
3343,1157,69,16,2,0,4,0,0,0
3347,41779,2438,125,446,49,24,0,792,4
3351,2276,53,14,49,1,3,0,0,2
3352,3852,422,20,14,0,7,0,0,0
3355,2953,186,15,41,4,2,0,0,1
3356,4716,198,75,193,8,12,0,0,11
3358,8640,168,102,155,17,12,0,0,6
3360,3524,92,38,28,4,8,0,0,0
3361,2778,23,13,3,0,3,0,0,0
3362,1239,25,8,0,0,4,0,0,0
3363,2810,6,3,9,1,2,0,0,0
3365,7335,7,6,11,30,2,0,0,0
3372,370366,6239,1518,16074,6172,1332,0,66,2053
3373,1748,65,11,2,0,7,0,0,0
3375,6735,64,15,13,8,4,0,0,1
3378,1407,60,23,31,2,5,0,0,2
3386,758,6,19,1,0,6,0,0,0
3387,786,5,7,1,0,2,0,0,0
3388,6780,6,11,2,15,6,0,0,0
3395,5719,295,74,69,4,8,0,0,3
3398,11490,20,6,3,18,6,0,0,0
3399,2071,182,25,2,1,6,0,0,0
3400,3629,31,15,19,2,2,0,0,1
3401,2386,56,13,32,4,6,0,0,1
3402,1558,33,17,17,2,5,0,0,1
3403,1674,62,9,10,1,3,0,0,0
3404,2286,57,13,4,0,4,0,0,0
3405,1284,24,9,11,0,7,0,0,0
3407,5625,281,46,26,5,3,0,0,0
3408,4278,357,24,18,1,6,0,0,1
3409,1308,21,22,5,4,3,0,0,0
3411,2736,133,24,36,2,3,0,0,0
3412,21749,428,91,143,14,20,0,0,3
3414,2816,108,19,22,1,4,0,0,0
3415,42148,1470,276,790,74,11,0,196,1
3419,-1,4,17,6,1,7,0,0,0
3427,1635,104,11,3,0,6,0,0,0
3428,-1,719,65,78,6,2,0,0,1
3430,2500,610,18,1,1,6,0,0,0
3431,1298,30,10,28,2,4,0,0,0
3432,1418,80,9,1,0,2,0,0,0
3433,5812,311,20,22,1,1,0,0,1
3434,2191,27,11,6,1,4,0,0,1
3436,11427,459,94,146,11,17,0,0,6
3446,5135,78,35,92,13,8,0,0,0
3448,1209,23,7,6,0,10,0,0,0
3450,62683,48,160,137,101,19,0,0,1
3451,30701,367,66,137,27,22,0,0,0
3453,21215,134,16,113,4,4,0,0,0
3455,9075,358,30,199,13,23,0,0,1
3457,4622,34,7,25,1,5,0,0,0
3458,26881,266,43,736,30,40,0,0,6
3460,14893,161,17,204,8,6,0,0,1
3461,73796,7,137,280,188,6,0,0,1
3464,14155,35,14,10,26,4,0,0,0
3465,3222,65,16,10,4,5,0,0,1
3466,4672,68,7,14,6,8,0,0,2
3468,2752,26,6,14,0,6,0,0,0
3469,1496,64,12,1,1,1,0,0,0
3470,605,8,3,1,0,0,0,0,0
3471,2639,479,22,17,1,9,0,0,0
3475,1444,29,8,17,0,6,0,0,0
3476,6130,95,15,11,2,4,0,0,0
3477,8695,237,27,107,3,3,0,0,6
3478,3691,101,24,33,4,6,0,0,0
3480,2479,43,8,11,0,6,0,0,0
3481,2719,71,18,6,0,5,0,0,0
3482,1768,68,8,7,0,6,0,0,0
3483,25095,520,98,244,2,15,0,0,0
3484,1995,40,5,7,0,3,0,0,0
3488,2508,72,14,19,2,5,0,0,0
3490,632,16,6,2,0,1,0,0,0
3492,-1,565,13,6,11,1,0,0,0
3493,68659,1958,146,720,89,135,0,645,16
3494,30852,1400,66,51,57,7,0,669,2
3495,25012,40,14,5,38,7,0,0,0
3496,5095,102,6,1,5,4,0,0,0
3498,5347,87,29,5,9,3,0,0,0
3502,3564,330,37,36,0,3,0,0,1
3503,18360,296,72,455,15,6,0,0,8
3506,15157,152,42,287,64,72,0,0,6
3510,945,76,4,0,0,1,0,0,0
3511,2641,121,24,7,4,2,0,0,0
3512,25061,462,23,151,6,6,0,0,1
3514,1082,126,2,2,2,4,0,0,2
3516,8606,323,45,128,3,10,0,0,6
3517,87180,1560,261,4274,273,83,0,227,38
3518,144806,4600,276,3415,150,51,0,731,18
3519,5101,61,21,5,0,4,0,0,0
3520,1091,30,4,0,0,1,0,0,0
3521,1301,42,6,15,0,4,0,0,0
3525,8686,179,32,71,1,8,0,0,0
3528,2884,100,5,56,4,10,0,0,4
3529,3894,101,14,16,3,2,0,0,1
3530,10066,10,4,14,6,8,0,0,1
3534,1267,25,8,5,0,5,0,0,0
3535,10081,190,47,105,7,10,0,0,4
3536,-1,15283,194,6515,338,195,0,0,27
3539,1833,53,9,9,0,5,0,0,0
3543,4618,330,22,25,0,3,0,0,0
3545,3006,73,12,28,0,3,0,0,0
3546,8844,196,32,35,6,11,0,0,0
3547,3980,1317,34,3,2,3,0,0,1
3548,2133,18,16,10,5,3,0,0,0
3549,1526,9,9,9,0,2,0,0,0
3550,2041,305,11,4,2,2,0,0,0
3552,3500,72,17,15,0,8,0,0,0
3553,1079,36,10,2,0,6,0,0,0
3554,7378,126,36,171,12,11,0,0,6
3557,1072,34,5,1,1,2,0,0,0
3561,1600,97,8,1,0,5,0,0,0
3562,3152,134,18,149,16,10,0,0,7
3563,27173,447,22,1171,16,7,0,474,0
3564,5354,282,64,39,2,3,0,0,0
3565,65516,3642,196,760,91,115,0,0,9
3566,517,7,3,3,0,4,0,0,0
3567,14197,201,98,86,5,27,0,0,3
3568,-1,50,18,39,3,7,0,0,0
3570,37341,3451,74,208,3,4,0,0,2
3576,3339,245,26,2,1,2,0,0,0
3578,10450,932,67,54,5,8,0,0,0
3579,436,4,5,0,0,4,0,0,0
3580,3767,56,7,57,4,7,0,0,0
3581,629,8,8,0,0,4,0,0,0
3582,5568,265,16,198,7,9,0,0,1
3583,3720,186,12,16,0,5,0,0,0
3584,551,15,10,1,0,3,0,0,1
3586,553,3,4,1,0,6,0,0,0
3587,2084,13,11,10,1,4,0,0,0
3589,1188,41,13,13,0,5,0,0,0
3590,1280,32,11,26,0,2,0,0,2
3591,6929,202,6,17,0,6,0,0,0
3592,3132,216,20,71,3,4,0,0,0
3593,644,10,14,7,0,7,0,0,1
3595,3714,264,31,48,8,13,0,0,5
3596,26990,984,65,350,27,6,0,0,0
3597,869,33,5,18,1,7,0,0,1
3599,1617,119,9,1,0,3,0,0,0
3601,2153,20,52,19,0,6,0,0,1
3602,5405,75,64,8,8,7,0,0,3
3604,3925,0,39,14,0,3,0,0,0
3606,747,12,8,7,0,1,0,0,5
3607,888,29,3,2,0,4,0,0,0
3608,584,4,5,7,0,7,0,0,0
3610,6520,137,25,33,0,3,0,0,0
3611,363,1,2,1,2,4,0,0,1
3612,3929,248,26,21,6,5,0,0,1
3614,1870,105,26,24,3,7,0,0,0
3615,3592,531,19,6,0,4,0,0,0
3616,1966,463,19,3,1,6,0,0,0
3617,1002,12,3,5,0,1,0,0,0
3618,679,5,6,21,0,4,0,0,2
3619,1507,62,16,14,0,5,0,0,0
3622,546,4,5,2,0,4,0,0,0
3624,26472,579,169,1036,70,32,0,0,34
3626,10122,195,63,449,33,9,0,0,3
3627,1114,29,12,5,0,4,0,0,0
3630,704,52,9,7,0,5,0,0,2
3633,803,10,7,2,0,5,0,0,0
3634,846,13,8,3,0,6,0,0,1
3638,597,11,11,1,2,5,0,0,1
3639,2514,18,6,7,3,5,0,0,2
3640,387,2,5,1,0,1,0,0,0
3642,3794,406,16,35,2,8,0,0,0
3644,4325,480,26,32,2,6,0,0,0
3645,2318,38,24,2,0,9,0,0,0
3647,3430,149,22,45,6,7,0,0,4
3649,493,6,4,1,0,5,0,0,0
3650,645,10,12,1,0,7,0,0,0
3651,5885,726,39,94,2,3,0,0,0
3653,1765,34,8,7,1,6,0,0,0
3654,31867,57,10,66,2,2,0,0,0
3655,391,9,5,3,0,4,0,0,0
3657,886,12,6,10,0,3,0,0,0
3658,1439,103,3,5,0,3,0,0,1
3659,2342,133,38,123,19,18,0,0,8
3660,8020,516,44,29,1,5,0,0,0
3661,12721,203,5,10,1,5,0,0,0
3663,2887,166,9,12,0,5,0,0,2
3664,1598,33,12,30,0,5,0,0,0
3665,2258,37,6,25,6,5,0,0,0
3666,1750,18,23,8,0,4,0,0,0
3667,512,7,5,9,1,3,0,0,1
3668,1643,41,12,20,2,6,0,0,1
3671,1035,97,12,2,0,4,0,0,0
3672,1511,15,8,2,0,5,0,0,2
3674,7570,45,12,28,4,4,0,0,0
3675,2049,118,19,45,5,1,0,0,0
3676,41286,81,45,126,5,7,0,0,0
3678,997,36,16,7,0,5,0,0,0
3679,2102,70,16,18,2,7,0,0,0
3680,18359,522,74,217,38,15,0,0,1
3682,-1,540,8,4,1,8,0,0,0
3683,2185,78,4,2,0,2,0,0,0
3684,3590,96,11,26,3,8,0,0,0
3687,3829,202,13,1,0,5,0,0,0
3688,3353,214,43,82,5,9,0,0,5
3690,3674,145,16,57,4,6,0,0,2
3691,817,30,5,5,0,3,0,0,0
3692,4578,86,52,12,1,0,0,0,0
3694,4310,216,43,35,0,5,0,0,0
3695,2003,39,18,40,3,5,0,0,1
3699,742,2,5,3,0,2,0,0,0
3700,-1,31,17,12,0,7,0,0,0
3701,12693,278,55,95,9,10,0,0,6
3704,789,13,12,13,1,4,0,0,2
3705,4779,693,18,1,3,6,0,0,1
3706,584,9,3,3,0,7,0,0,0
3707,2219,88,15,25,2,4,0,0,0
3708,94670,4841,235,2250,162,71,0,0,9
3713,2308,103,40,6,0,5,0,0,0
3714,12448,766,142,113,6,9,0,0,2
3715,8204,268,15,49,0,4,0,0,0
3716,3545,156,25,9,0,6,0,0,0
3717,1790,61,18,11,0,4,0,0,0
3718,1695,62,13,12,1,3,0,0,0
3719,673,3,6,4,0,5,0,0,0
3723,631,10,9,2,0,6,0,0,0
3724,2996,156,24,23,0,0,0,0,0
3727,4816,147,19,66,3,14,0,0,2
3728,1231,7,13,5,1,5,0,0,0
3730,1160,37,6,1,0,3,0,0,0
3731,-1,1701,129,133,3,10,0,0,6
3732,1424,30,11,4,0,5,0,0,0
3733,1568,36,6,3,0,5,0,0,0
3736,1893,30,18,13,0,9,0,0,0
3740,3151,48,24,9,1,4,0,0,0
3741,265874,8260,2423,13626,1710,535,0,399,746
3742,1675,57,18,1,0,2,0,0,0
3743,4702,160,9,36,2,2,0,0,5
3746,502,12,9,10,1,4,0,0,0
3747,-1,28,18,30,5,4,0,0,1
3748,3605,269,21,3,0,1,0,0,0
3751,424,1,6,3,0,2,0,0,0
3752,1025,43,13,4,0,4,0,0,0
3753,1793,423,12,24,1,4,0,0,0
3754,2135,53,5,9,3,4,0,0,0
3756,15159,217,24,211,23,54,0,0,8
3758,815,69,3,1,0,6,0,0,0
3759,477,0,4,1,0,3,0,0,1
3762,2648,45,12,17,3,3,0,0,0
3763,1400,10,7,14,1,3,0,0,0
3766,3061,65,9,8,1,1,0,0,0
3767,4324,68,20,24,2,2,0,0,0
3770,1428,191,5,4,0,2,0,0,0
3771,3490,75,24,57,5,19,0,0,4
3772,3632,72,17,8,1,9,0,0,0
3773,5522,144,25,26,2,35,0,0,3
3774,51759,1032,68,217,32,19,0,0,6
3775,14733,901,71,138,18,9,0,0,1
3777,2883,176,40,65,5,8,0,0,2
3778,142321,9527,307,2113,176,124,0,418,14
3779,-1,247,66,138,10,12,0,0,2
3785,2472,0,40,16,1,6,0,0,0
3786,2758,10,26,5,1,1,0,0,0
3787,456,1,11,2,0,2,0,0,1
3788,909,30,23,3,6,12,0,0,0
3789,1820,26,15,6,1,7,0,0,1
3790,664,2,12,1,0,5,0,0,1
3791,604,1,1,3,0,6,0,0,0
3792,694,6,3,4,0,1,0,0,0
3793,978,20,3,8,0,2,0,0,1
3794,492,8,6,3,0,6,0,0,0
3795,714,57,8,9,1,8,0,0,0
3796,525,7,6,6,1,3,0,0,1
3797,-1,13,5,2,0,6,0,0,0
3799,10996,471,97,109,5,14,0,0,7
3801,607,12,6,6,0,5,0,0,0
3802,11205,133,15,26,0,4,0,0,1
3805,1726,105,11,17,0,5,0,0,0
3807,-1,168,64,203,18,19,0,0,1
3808,19937,563,51,508,17,43,0,0,2
3810,7785,878,67,50,3,5,0,0,2
3813,1006,20,7,2,0,4,0,0,1
3814,4725,257,50,79,8,10,0,0,0
3815,21479,297,195,145,25,4,0,734,1
3819,2414,34,15,10,3,4,0,0,2
3822,1139,81,20,0,0,6,0,0,0
3824,3367,72,29,29,1,7,0,0,2
3826,1284,8,7,3,0,8,0,0,0
3827,2246,11,12,11,1,1,0,0,0
3828,1390,7,8,13,3,5,0,0,0
3830,5944,138,13,24,1,7,0,0,1
3831,3794,156,21,20,6,1,0,0,0
3832,1606,43,12,19,0,6,0,0,0
3833,-1,568,52,87,11,5,0,0,0
3834,-1,3000,137,1377,51,17,0,0,5
3837,3226,56,14,17,2,4,0,0,0
3838,4374,312,56,12,1,4,0,0,1
3839,5707,252,29,8,1,3,0,0,0
3840,772,25,16,16,1,2,0,0,0
3844,2454,78,19,11,1,7,0,0,0
3847,3352,20,14,11,0,1,0,0,0
3848,1124,40,14,8,0,6,0,0,0
3849,6760,63,18,78,23,27,0,0,9
3850,1092,27,11,15,0,5,0,0,0
3851,1928,97,13,22,1,4,0,0,0
3853,1184,117,3,1,0,4,0,0,0
3855,2772,49,13,44,5,10,0,0,1
3856,-1,236,12,23,3,5,0,0,1
3858,3345,105,13,28,5,5,0,0,0
3859,11267,313,16,232,5,9,0,0,8
3861,24687,515,252,980,50,16,0,0,20
3862,1859,38,8,13,0,3,0,0,1
3863,8321,104,20,18,26,3,0,0,0
3864,3614,129,17,23,4,4,0,0,1
3865,5116,980,33,7,1,7,0,0,0
3866,853,84,8,1,0,3,0,0,1
3867,1280,86,20,10,1,9,0,0,2
3869,1437,94,3,4,0,2,0,0,0
3871,1874,899,11,3,0,1,0,0,0
3872,-1,220,75,283,35,15,0,0,9
3875,1057,21,8,23,2,6,0,0,0
3876,713,17,5,3,0,4,0,0,0
3877,470,2,4,23,0,1,0,0,2
3878,1146,16,6,58,5,5,0,0,2
3879,1472,53,20,50,8,3,0,0,3
3880,4874,721,45,9,0,3,0,0,0
3881,513,2,5,5,0,7,0,0,0
3882,453,2,3,5,0,5,0,0,2
3883,1501,33,8,3,0,6,0,0,0
3884,145599,2498,49,81,69,3,0,0,0
3886,1030,27,13,7,0,5,0,0,0
3887,1703,52,15,3,0,2,0,0,0
3888,1404,23,15,1,1,4,0,0,0
3890,4424,86,14,8,0,6,0,0,0
3893,125456,4427,67,71,74,9,0,0,0
3895,1723,66,14,8,0,3,0,0,0
3896,2999,54,29,0,0,4,0,0,0
3897,2512,60,6,39,3,4,0,0,0
3898,1570,22,22,4,0,14,0,0,0
3899,1208,48,10,4,0,2,0,0,1
3900,12345,415,25,79,2,3,0,0,0
3901,11445,416,47,78,3,7,0,0,1
3903,3711,2187,31,33,0,7,0,0,1
3904,835,85,20,8,0,4,0,0,1
3906,1982,101,77,6,36,7,0,0,8
3907,56768,1137,417,2374,377,71,0,0,22
3909,1955,297,30,6,34,7,0,0,4
3910,432,5,3,2,1,2,0,0,0
3912,729,18,8,6,2,0,0,0,2
3913,467,1,5,2,0,1,0,0,1
3915,1384,13,6,19,2,7,0,0,1
3918,143260,11363,176,2411,158,54,0,914,7
3919,2483,170,11,10,1,2,0,0,0
3920,8105,147,28,38,1,4,0,0,1
3922,1381,47,4,15,2,5,0,0,0
3924,2986,86,26,35,2,4,0,0,0
3925,1135,22,5,11,1,1,0,0,0
3927,-1,43132,2152,8045,1398,1234,0,346,610
3928,456,3,3,3,0,6,0,0,0
3929,934,27,4,3,0,2,0,0,0
3930,-1,19,2,4,0,1,0,0,0
3932,4879,172,9,27,2,4,0,0,1
3933,1497,106,14,8,3,3,0,0,0
3935,772,12,12,21,2,8,0,0,3
3936,3168,674,25,10,2,6,0,0,2
3937,5971,199,17,13,1,3,0,0,1
3938,13348,363,68,746,52,13,0,0,1
3939,31283,2432,56,12,10,3,0,0,0
3940,15091,445,49,100,4,9,0,0,3
3941,2684,21,16,63,4,3,0,0,6
3942,5749,146,5,10,0,5,0,0,0
3943,1895,48,7,1,1,4,0,0,0
3945,1646,32,7,5,0,11,0,0,0
3946,2073,27,10,3,0,5,0,0,0
3947,2649,298,5,7,2,7,0,0,1
3950,1150,23,2,7,0,3,0,0,0
3951,1599,23,11,40,2,10,0,0,0
3952,3187,276,23,9,2,9,0,0,0
3953,7873,773,37,48,5,8,0,0,1
3954,18763,386,66,476,36,28,0,246,3
3956,660,5,5,3,0,4,0,0,1
3957,4866,304,15,37,0,2,0,0,0
3958,3039,66,31,61,5,8,0,0,0
3959,3480,249,14,4,0,5,0,0,0
3960,49389,659,54,564,28,270,0,0,25
3961,-1,201,22,5,1,2,0,0,0
3965,6549,475,35,78,2,7,0,0,0
3966,518,10,3,0,0,2,0,0,0
3967,491,4,4,1,2,2,0,0,0
3968,1076,14,4,5,0,3,0,0,0
3970,915,9,3,1,0,4,0,0,0
3971,1226,19,8,1,0,10,0,0,0
3972,1125,9,10,10,1,3,0,0,0
3973,631,6,5,3,1,4,0,0,0
3974,508,16,5,5,0,9,0,0,0
3975,46692,4574,207,226,2,5,0,0,4
3976,3153,18,13,42,7,7,0,0,0
3977,1096,31,7,4,2,3,0,0,1
3980,4219,99,19,61,3,2,0,0,2
3981,23727,2945,91,103,3,4,0,0,2
3982,2959,46,15,5,0,7,0,0,0
3983,3393,180,24,16,0,5,0,0,0
3985,32142,267,52,638,26,20,0,0,6
3988,7914,620,63,113,9,2,0,0,3
3990,598,3,3,4,0,5,0,0,0
3991,21534,1673,80,237,4,21,0,0,2
3992,-1,55,25,33,0,2,0,0,0
3995,17921,101,17,48,0,7,0,0,0
3996,1129,70,8,3,0,6,0,0,0
3997,6125,277,60,304,34,20,0,0,4
3998,731,28,8,4,0,8,0,0,0
3999,687,10,11,4,0,3,0,0,0
4000,102183,3481,128,1666,95,26,0,0,11
4001,2325,206,32,1,0,2,0,0,0
4002,1074,40,10,1,0,5,0,0,0
4005,767,12,14,1,0,3,0,0,0
4007,1428,123,10,4,0,6,0,0,1
4008,2356,6,17,23,0,4,0,0,1
4009,1736,35,19,27,0,2,0,0,1
4010,-1,1615,117,343,16,6,0,0,2
4013,5740,58,34,72,11,7,0,0,1
4014,4157,131,10,5,0,8,0,0,1
4016,1671,80,44,9,3,1,0,0,2
4017,32659,960,326,315,21,6,0,0,3
4021,2424,36,18,56,14,7,0,0,1
4022,1623,122,17,45,4,5,0,0,3
4023,4404,393,22,37,1,3,0,0,0
4024,-1,71,19,4,0,7,0,0,0
4025,3320,62,19,118,8,5,0,0,2
4026,64504,952,220,2058,67,35,0,0,10
4028,18169,293,267,587,44,20,0,0,85
4029,877,66,13,2,0,3,0,0,0
4030,638,9,2,3,0,2,0,0,0
4031,1497,68,13,25,2,3,0,0,0
4032,2142,188,6,16,0,8,0,0,0
4033,3249,101,12,6,0,4,0,0,0
4034,3572,218,22,50,0,5,0,0,2
4035,1648,51,12,55,1,8,0,0,4
4036,1768,1185,29,4,0,6,0,0,0
4037,1339,28,6,3,0,0,0,0,0
4038,20243,200,71,587,37,8,0,346,5
4039,1892,29,10,33,0,3,0,0,0
4040,1342,50,16,8,0,4,0,0,3
4041,2397,39,32,13,2,7,0,0,2
4043,30729,622,20,111,10,3,0,0,6
4044,3708,66,13,29,1,6,0,0,0
4045,3643,221,25,35,2,6,0,0,1
4046,25939,360,124,844,57,25,0,0,10
4050,2373,324,22,38,0,5,0,0,0
4052,2784,51,6,51,2,5,0,0,0
4053,2007,45,17,12,1,4,0,0,1
4055,1390,39,12,13,0,8,0,0,2
4057,4778,274,18,38,0,3,0,0,0
4058,743,13,10,4,1,4,0,0,0
4059,894,9,11,1,0,5,0,0,0
4060,15038,233,47,552,65,54,0,0,8
4061,2690,406,14,10,1,4,0,0,0
4064,-1,384,28,554,12,74,0,0,0
4066,1770,15,13,3,0,2,0,0,0
4067,1366,13,6,11,0,4,0,0,0
4068,1962,13,5,3,1,5,0,0,0
4069,871,21,3,4,0,2,0,0,0
4071,651,6,1,2,0,6,0,0,0
4072,1159,50,4,4,0,2,0,0,0
4073,487,5,4,3,0,2,0,0,0
4074,887,17,3,4,0,3,0,0,0
4075,939,25,5,1,0,3,0,0,0
4076,1009,17,5,2,0,2,0,0,0
4079,786,46,3,1,0,4,0,0,0
4080,2486,46,9,3,0,3,0,0,0
4083,2794,198,17,4,1,1,0,0,0
4085,1474,67,7,5,1,4,0,0,1
4086,7556,714,49,10,0,4,0,0,0
4089,741,8,5,9,0,3,0,0,2
4090,3167,50,21,44,3,3,0,0,0
4091,5283,175,9,72,2,6,0,0,0
4092,138620,3100,331,2677,130,27,0,0,18
4095,978,133,8,5,3,3,0,0,0
4097,7614,171,5,66,2,13,0,0,2
4098,113320,2151,23,59,58,6,0,0,1
4100,242888,4240,132,1597,41,17,0,34,0
4102,2999,21,15,7,1,3,0,0,0
4103,848,27,5,1,0,0,0,0,0
4104,6625,253,6,13,0,9,0,0,0
4105,2260,35,6,23,2,5,0,0,0
4106,2091,141,30,8,2,5,0,0,0
4109,989,16,4,1,0,6,0,0,0
4110,2424,24,38,70,6,4,0,0,4
4111,1378,92,12,7,0,2,0,0,0
4112,921,4,4,1,0,4,0,0,2
4113,2972,301,15,1,0,5,0,0,0
4114,2996,93,55,15,4,2,0,0,0
4117,1708,81,19,9,0,3,0,0,0
4119,13853,294,101,342,16,8,0,0,5
4120,818,9,9,3,0,2,0,0,2
4122,6260,230,26,16,0,4,0,0,0
4124,2956,281,21,9,0,3,0,0,0
4126,698,9,8,9,1,2,0,0,1
4127,54311,402,88,1856,96,240,0,0,6
4128,3661,205,18,1,0,3,0,0,0
4132,1743,14,10,6,2,4,0,0,0
4133,10487,5,28,154,3,7,0,0,2
4136,-1,592,31,61,5,1,0,0,0
4138,7675,307,9,22,1,4,0,0,3
4139,791,17,5,5,0,4,0,0,0
4140,1220,22,9,9,0,7,0,0,0
4142,1745,50,9,4,2,6,0,0,0
4143,546301,28437,576,7141,1804,1344,0,16,133
4144,1795,13,13,13,0,6,0,0,0
4146,-1,1001,361,1992,180,115,0,143,19
4148,944,21,8,1,0,4,0,0,0
4150,1205,93,17,2,0,3,0,0,0
4152,2934,91,10,92,5,6,0,0,4
4155,4907,155,11,6,0,4,0,0,0
4156,13166,81,16,44,4,10,0,0,3
4159,2398,89,13,19,0,5,0,0,1
4160,1472,81,5,16,0,6,0,0,0
4161,12349,165,94,426,28,7,0,0,11
4162,1073,38,9,2,1,3,0,0,0
4163,4066,1084,27,7,2,6,0,0,0
4164,997,15,17,15,2,6,0,0,1
4165,1675,48,13,6,0,5,0,0,0
